FileName,CWrotations,CCWrotations,Thrusts,WorldWraps,FortressCollisions,fortressDestructions,shipDeaths,Total,Points,Velocity,Control,Speed,Bpnt,Bmis,WorldWrapper,delWorldWrapper,discrete_thrusts,discrete_CWrotations,discrete_CCWrotations,Constant_Accelerations,cumulativeDistanceX,varianceX
042/p042-joy-6.gam,503,325,165,53,1,1,3,-2284,-512,-938,-1104,270,0,0,13,2,15,68,38,0,202410.003924241,9245.32867892636
042/p042-joy-7.gam,328,348,61,30,1,1,3,-731,-1146,714,-359,60,0,0,9,4,10,59,43,0,115145.166444804,6205.56993059958
042/p042-joy-8.gam,252,343,68,45,0,2,3,-2103,-572,-770,-871,110,0,0,16,4,10,50,50,0,143295.362512506,7033.51698918347
042/p042-joy-9.gam,228,232,45,31,0,3,2,432,-43,434,-369,410,0,0,12,3,10,56,36,0,84279.5725469532,4581.2902704067
042/p042-key-1.gam,294,225,39,20,0,2,3,753,-629,1246,-44,180,0,0,6,3,13,93,64,0,132953.448471757,7098.068949696
042/p042-key-10.gam,269,182,30,22,0,8,1,2052,708,910,-106,540,0,0,9,8,11,81,35,0,0,0
042/p042-key-2.gam,233,180,19,21,0,3,3,353,-1024,1260,-63,180,0,0,10,6,7,77,46,0,0,0
042/p042-key-3.gam,251,179,21,22,0,4,3,-65,-1495,1260,-90,260,0,0,7,5,9,82,47,0,0,0
042/p042-key-4.gam,228,156,17,15,0,4,3,602,-1089,1260,171,260,0,0,7,6,9,82,40,0,0,0
042/p042-key-5.gam,252,188,19,19,0,4,3,835,-660,1260,15,220,0,0,6,4,9,86,44,0,0,0
042/p042-key-6.gam,239,226,64,21,1,5,3,896,-472,1064,-16,320,0,0,6,5,18,66,49,0,66247.9892592966,2323.75524834229
042/p042-key-7.gam,243,173,17,16,0,4,2,-138,-1602,1260,104,100,0,0,6,6,7,80,38,0,0,0
042/p042-key-8.gam,249,197,19,19,0,4,2,605,-766,1260,11,100,0,0,6,4,8,83,41,0,7512.91377521183,76.7537759211292
042/p042-key-9.gam,239,177,22,19,0,6,1,869,-924,1260,3,530,0,0,7,5,8,75,36,0,0,0
043/p043-joy-1.gam,528,435,378,18,1,0,4,-1633,-1830,-14,181,30,2,0,0,0,65,71,53,0,445564.665174097,11853.9822180511
043/p043-joy-10.gam,528,422,314,12,1,0,4,-195,-1434,644,455,140,2,0,0,0,51,75,63,0,456243.358511822,10963.2701887808
043/p043-joy-2.gam,457,339,347,7,2,1,4,1093,-444,532,585,420,4,0,0,0,61,70,50,0,407194.362918412,11086.1675504075
043/p043-joy-3.gam,556,530,567,16,8,0,7,-1334,-1682,-42,280,110,4,0,0,0,70,54,77,0,443945.509351447,12327.2150913916
043/p043-joy-4.gam,432,233,338,4,2,1,3,862,-896,644,694,420,1,0,0,0,65,74,36,0,410676.423650008,9499.76489886048
043/p043-joy-5.gam,448,230,315,3,2,1,4,1157,-846,812,801,390,3,0,0,0,62,90,41,0,423823.671358218,9861.50306992433
043/p043-joy-6.gam,410,319,273,8,0,0,6,-174,-1566,700,672,20,2,0,1,1,54,77,41,0,397446.320898962,10959.2929363882
043/p043-joy-7.gam,470,257,346,10,1,1,4,5,-1206,294,477,440,2,0,0,0,66,78,40,0,394319.342496293,12096.2461248025
043/p043-joy-8.gam,553,393,407,15,1,1,5,-338,-1062,140,374,210,2,0,1,0,65,97,52,0,441778.003052721,11529.2265634752
043/p043-joy-9.gam,473,360,375,9,5,1,4,74,-1036,126,564,420,1,0,0,0,63,76,56,0,493878.329622461,10370.827350967
043/p043-key-1.gam,712,580,993,38,7,0,6,-2977,-1578,-686,-533,-180,0,0,0,0,155,110,93,0,421367.046679825,13777.5523198672
043/p043-key-10.gam,560,319,533,3,1,0,5,262,-1062,140,774,410,3,0,0,0,135,102,67,0,439172.84063268,10448.2404393865
043/p043-key-2.gam,383,558,699,24,4,0,7,-2452,-1738,-462,-52,-200,0,0,0,0,102,53,79,0,420528.206015147,13363.6063151552
043/p043-key-3.gam,512,385,592,8,1,1,5,-899,-1472,0,603,-30,0,0,0,0,121,89,74,0,362072.414769869,10745.0095770206
043/p043-key-4.gam,464,377,447,11,2,0,5,-3664,-4177,182,481,-150,0,0,1,0,95,86,76,0,430316.695087917,12023.4315646347
043/p043-key-5.gam,475,204,406,7,4,1,5,-371,-1694,392,651,280,1,0,0,0,110,108,47,0,346636.685670132,9604.18564604434
043/p043-key-6.gam,431,315,290,9,2,1,4,394,-931,560,615,150,2,0,1,0,93,97,57,0,413618.752341471,9654.9083304464
043/p043-key-7.gam,414,208,301,1,1,1,6,-633,-2463,700,900,230,2,0,0,0,86,98,48,0,386732.692928015,8502.0447567478
043/p043-key-8.gam,457,109,290,2,2,2,4,1883,-437,882,968,470,5,0,0,0,92,115,35,0,348353.05935922,5967.53317663721
043/p043-key-9.gam,409,113,259,0,2,2,3,2136,-476,1078,974,560,2,0,0,0,83,105,33,0,382378.059163963,8295.73750819564
044/p044-joy-1.gam,649,587,357,28,3,0,8,-2385,-2090,98,-163,-230,2,0,4,1,85,93,73,0,433519.970331594,15018.2132064013
044/p044-joy-10.gam,697,567,966,14,6,0,7,-1926,-1808,-448,380,-50,2,0,0,0,93,87,79,1,400639.138582169,11381.9698246755
044/p044-joy-2.gam,667,688,519,28,8,0,3,-1564,-790,-168,-236,-370,4,0,0,0,90,90,84,0,431738.409329482,15434.9660761163
044/p044-joy-3.gam,609,621,534,22,6,1,6,-1048,-1092,182,12,-150,4,0,1,0,82,88,77,0,445257.967167362,14048.2335564685
044/p044-joy-4.gam,632,724,609,43,9,0,3,-2626,-778,-574,-814,-460,3,0,0,0,86,76,82,0,504983.001218409,18471.9396409426
044/p044-joy-5.gam,429,309,374,28,4,0,7,-2236,-1666,-182,-188,-200,5,0,1,0,59,65,46,0,392610.154845854,13788.1601686167
044/p044-joy-6.gam,525,378,500,22,3,0,7,-1419,-1438,56,-17,-20,3,0,0,0,69,68,58,0,458338.398630977,15600.0234938064
044/p044-joy-7.gam,492,372,438,17,5,1,7,-688,-1320,252,200,180,2,0,2,0,64,62,52,0,471771.220049444,14854.8803450047
044/p044-joy-8.gam,603,274,636,13,7,0,5,-774,-916,-70,402,-190,4,0,0,0,94,91,45,0,422334.157840149,11153.6692307207
044/p044-joy-9.gam,394,269,367,7,4,0,6,-417,-1296,476,623,-220,4,0,0,0,70,71,49,0,480289.415074484,11553.3667026022
044/p044-key-1.gam,408,437,177,37,2,0,6,-2567,-1744,-182,-521,-120,0,0,7,0,33,81,79,0,209659.754112961,9583.24692799691
044/p044-key-10.gam,419,376,511,25,0,0,5,-1467,-900,-140,-87,-340,4,0,0,0,134,72,52,0,435590.81941239,13581.5371771044
044/p044-key-2.gam,497,471,648,31,5,0,5,-2260,-1360,-392,-338,-170,0,0,2,0,149,77,77,0,463658.602090135,14844.684408228
044/p044-key-3.gam,516,406,741,41,4,1,3,-2105,-470,-532,-703,-400,2,1,0,0,125,68,69,0,454424.998316236,14782.2853607782
044/p044-key-4.gam,507,299,470,30,9,0,7,-2151,-1672,-140,-299,-40,4,0,0,0,137,101,60,0,452497.49615671,15583.4813259019
044/p044-key-5.gam,319,507,563,34,9,0,5,-3469,-2524,-266,-459,-220,4,0,2,0,119,63,91,0,538289.381556208,15429.6543147381
044/p044-key-6.gam,503,292,447,22,4,0,6,-1472,-1216,-70,14,-200,4,0,0,0,135,88,54,0,491369.788593154,16293.2368804025
044/p044-key-7.gam,402,261,412,8,6,0,10,-1330,-2344,490,574,-50,1,1,0,0,109,93,58,0,444170.077898264,14116.355684949
044/p044-key-8.gam,564,283,532,28,1,1,6,-1297,-1338,238,-237,40,1,0,0,0,100,93,63,1,394390.334836653,14646.850793128
044/p044-key-9.gam,548,269,602,22,3,0,5,-1205,-870,-70,35,-300,4,0,1,0,135,92,48,0,457915.984373927,14656.9607041984
045/p045-joy-1.gam,1263,888,771,47,8,0,8,-3583,-2100,-420,-913,-150,0,0,0,0,36,57,54,4,326562.883688378,14275.5213209289
045/p045-joy-10.gam,607,1233,2151,28,19,0,6,-2569,-1500,-756,-143,-170,1,0,0,0,66,63,80,7,413025.045549573,11742.3183819184
045/p045-joy-2.gam,698,927,1164,47,18,0,6,-4507,-2380,-924,-903,-300,0,0,4,0,45,74,81,3,399091.971042545,12726.5782349441
045/p045-joy-3.gam,783,1347,1375,40,21,0,5,-2705,-1310,-756,-569,-70,0,0,0,0,55,81,95,4,424354.105344575,10178.4322414935
045/p045-joy-4.gam,685,1210,1364,52,4,0,4,-3546,-1300,-742,-1064,-440,0,0,0,0,52,64,82,2,527206.560527223,16004.0308298982
045/p045-joy-5.gam,766,1214,1429,37,7,0,5,-3370,-1596,-952,-482,-340,2,0,2,1,66,79,100,6,452572.931663656,12249.1194821962
045/p045-joy-6.gam,757,1244,1598,37,18,0,5,-2609,-996,-854,-509,-250,3,0,0,0,63,88,92,4,441437.092094642,12907.2668171109
045/p045-joy-7.gam,769,1183,1905,26,18,0,7,-2336,-1500,-672,36,-200,4,0,1,0,55,78,89,5,389832.154882497,7668.66310840717
045/p045-joy-8.gam,729,1285,2248,32,13,0,6,-2613,-1450,-686,-237,-240,3,0,0,0,59,69,87,5,382109.483252786,8919.56927514795
045/p045-joy-9.gam,819,1182,2108,36,10,0,5,-2374,-1060,-756,-478,-80,4,0,1,0,59,77,73,4,523388.267329391,15265.6868083745
045/p045-key-1.gam,210,990,2761,22,4,0,2,-1750,-606,-1190,126,-80,1,0,0,0,64,19,159,4,444458.141910427,10244.9283434128
045/p045-key-10.gam,264,670,486,5,0,0,6,-61,-1310,336,773,140,3,0,0,0,128,29,110,0,408402.122038942,9442.15037684532
045/p045-key-2.gam,209,1224,3144,15,16,0,3,-1567,-580,-1134,447,-300,3,0,0,0,28,25,171,0,392931.534723671,6223.49272011694
045/p045-key-3.gam,188,1125,3395,19,11,0,3,-1752,-446,-1204,308,-410,4,0,0,0,9,14,166,0,395636.447802271,6894.01241509202
045/p045-key-4.gam,297,1197,2996,10,13,0,3,-827,-520,-1008,601,100,3,0,0,0,31,23,163,3,406331.770829365,7315.16665057075
045/p045-key-5.gam,374,1268,3200,13,15,0,2,-1108,-402,-1162,486,-30,4,0,0,0,15,28,147,0,409819.491875223,7051.48534868062
045/p045-key-6.gam,302,1315,3274,15,14,0,3,-1703,-626,-1190,493,-380,3,0,0,0,14,25,167,0,396280.274480929,6233.35623308379
045/p045-key-7.gam,175,639,744,15,2,0,4,-581,-1110,238,401,-110,3,0,0,0,85,17,104,0,403814.309047703,9277.85448681889
045/p045-key-8.gam,252,567,354,5,1,0,5,36,-1726,658,844,260,2,0,0,0,104,29,81,0,340999.253424893,8025.73181495793
045/p045-key-9.gam,242,596,418,4,1,0,5,551,-1230,700,891,190,2,0,0,0,108,33,110,1,359471.343609247,6643.66559017078
046/p046-joy-1.gam,360,554,56,46,1,0,3,-1963,-294,-742,-887,-40,3,0,13,1,14,61,63,0,304497.745059707,12477.0478694104
046/p046-joy-10.gam,222,174,26,26,0,3,3,502,-668,1260,-230,140,3,0,12,6,8,73,49,0,0,0
046/p046-joy-2.gam,196,160,27,44,0,0,4,-1886,-748,-266,-852,-20,2,0,19,3,6,48,38,0,0,0
046/p046-joy-3.gam,241,185,23,31,0,4,0,1361,714,644,-417,420,3,0,14,4,5,65,43,0,0,0
046/p046-joy-4.gam,293,241,57,43,1,3,2,-2292,-664,-826,-822,20,1,0,18,5,12,63,47,0,69464.3695205288,4310.52952266528
046/p046-joy-5.gam,240,203,22,30,0,3,1,10,164,56,-370,160,2,0,13,5,5,61,47,0,0,0
046/p046-joy-6.gam,258,221,33,41,0,3,2,-1379,98,-658,-739,-80,4,0,17,4,8,56,40,0,0,0
046/p046-joy-7.gam,238,190,23,30,0,2,1,244,-24,168,-370,470,0,0,13,4,5,70,48,0,28.825542958015,5.20793720158713e-4
046/p046-joy-8.gam,258,207,27,30,0,3,2,-292,-576,420,-386,250,2,0,12,4,6,67,51,0,32.9022591011714,6.29892835928545e-4
046/p046-joy-9.gam,207,155,29,24,0,3,2,1060,-14,1036,-172,210,3,0,8,4,8,67,38,0,74.3709878450638,0.00114714064817425
046/p046-key-1.gam,530,201,370,19,5,0,8,-2082,-2272,112,258,-180,0,0,0,0,78,80,37,0,403091.815852035,10617.9362093111
046/p046-key-10.gam,236,193,22,24,0,4,1,1892,410,1260,-168,390,1,0,11,4,8,67,47,0,0,0
046/p046-key-2.gam,481,138,388,16,2,0,4,-1156,-1398,84,258,-100,2,0,0,0,73,75,21,0,435271.428378377,12325.0940341646
046/p046-key-3.gam,504,298,435,28,0,0,3,-1700,-740,-434,-276,-250,2,0,2,1,68,63,35,0,465332.488705289,15026.5005305469
046/p046-key-4.gam,369,275,335,42,4,0,4,-2430,-1334,-42,-814,-240,0,0,3,2,50,53,39,0,442927.841081132,17468.8169048976
046/p046-key-5.gam,360,273,391,32,16,0,5,-1508,-1350,280,-388,-50,0,0,3,0,49,46,36,0,454947.326062468,15616.560055868
046/p046-key-6.gam,246,177,141,37,0,1,6,-2763,-1590,-574,-539,-60,0,0,10,2,29,36,27,0,328181.666066724,14822.5860836595
046/p046-key-7.gam,232,228,75,28,2,2,2,-144,-770,770,-314,170,2,0,6,2,20,49,39,0,273415.216721891,14235.1266403124
046/p046-key-8.gam,249,204,78,39,0,2,2,-1945,-516,-798,-701,70,1,0,12,3,19,48,44,0,117217.160395308,5103.43084551209
046/p046-key-9.gam,240,198,48,30,0,2,2,674,-206,882,-362,360,1,0,10,5,15,54,46,0,151143.587349136,8900.89871847691
047/p047-joy-1.gam,520,804,496,55,4,0,5,-4500,-2143,-812,-1165,-380,1,0,6,0,76,48,63,0,418208.806244992,15128.495525661
047/p047-joy-10.gam,301,145,143,4,0,1,4,428,-1442,1134,596,140,0,0,0,0,49,71,36,0,441456.361943538,13041.7182138643
047/p047-joy-2.gam,362,419,394,43,4,0,5,-2267,-994,-294,-809,-170,1,0,1,0,80,56,63,0,434678.750685434,17898.9019365118
047/p047-joy-3.gam,474,486,427,42,10,0,4,-2737,-1565,-322,-800,-50,1,0,3,1,56,66,71,0,470950.857416433,17149.6360293331
047/p047-joy-4.gam,321,346,261,14,1,0,5,-777,-1522,392,233,120,1,0,0,0,61,65,58,0,384847.910596533,14544.8645500728
047/p047-joy-5.gam,313,300,309,18,1,0,4,-283,-926,560,73,10,1,0,0,0,65,79,61,0,508532.263296588,18089.2542046032
047/p047-joy-6.gam,311,273,196,18,3,1,6,-477,-1586,784,95,230,2,0,0,0,53,62,53,0,405759.992410436,14161.557369759
047/p047-joy-7.gam,424,260,288,11,4,0,8,-831,-1900,616,423,30,3,0,0,0,82,89,66,0,365393.410661411,11404.8320224889
047/p047-joy-8.gam,382,177,243,7,2,0,5,123,-1176,448,461,390,2,0,0,0,69,76,44,0,451090.871363385,16571.7451484595
047/p047-joy-9.gam,381,285,300,9,5,0,6,-704,-1736,448,384,200,0,0,0,0,75,86,51,0,424849.091814166,13842.3022932536
047/p047-key-1.gam,300,188,217,7,2,1,4,273,-1246,854,505,160,0,0,0,0,84,100,55,0,447280.829469103,8711.57204876947
047/p047-key-10.gam,318,134,180,6,1,3,4,979,-756,1064,501,170,4,0,0,0,64,82,34,0,422510.359114141,12059.8758141179
047/p047-key-2.gam,400,136,225,5,2,0,5,609,-1130,924,615,200,0,0,0,0,97,150,39,0,419263.793052563,11649.3309834432
047/p047-key-3.gam,335,54,142,2,0,1,5,70,-1754,1078,706,40,1,0,0,0,60,112,20,0,497969.651050828,15327.6466020924
047/p047-key-4.gam,314,32,136,0,0,4,5,1248,-1046,1134,780,380,1,0,0,0,59,115,11,0,505776.024768305,11972.0698834595
047/p047-key-5.gam,316,123,158,2,0,2,4,936,-884,1050,710,60,1,0,0,0,65,102,38,0,372988.633337515,12159.7080351053
047/p047-key-6.gam,337,134,147,2,1,2,4,1077,-1072,1092,797,260,1,0,0,0,59,117,40,0,389716.110756984,11334.9880214049
047/p047-key-7.gam,333,55,142,2,1,2,4,1633,-644,1176,861,240,2,0,0,0,55,99,15,0,329356.000245717,7698.65516061448
047/p047-key-8.gam,325,41,155,1,2,1,4,578,-1307,1078,707,100,3,0,0,0,60,87,15,0,364207.925413067,11527.4852139951
047/p047-key-9.gam,320,77,111,0,0,2,5,687,-1437,1232,772,120,3,0,0,0,47,82,29,0,440650.549409558,11250.1811328912
048/p048-joy-1.gam,374,623,221,38,2,0,7,-2638,-2050,-56,-492,-40,0,1,1,0,36,75,84,0,394674.241157735,13985.2895350865
048/p048-joy-10.gam,765,659,782,33,9,0,4,-2070,-1290,-560,-420,200,0,0,6,1,85,116,108,1,455408.173442413,15178.298336439
048/p048-joy-2.gam,516,521,185,37,2,0,5,-2004,-1829,238,-553,140,0,1,8,2,31,88,74,0,313686.825083323,13451.4206853243
048/p048-joy-3.gam,681,1052,930,48,13,0,5,-3219,-1498,-714,-937,-70,0,0,3,0,96,101,113,0,409217.280088885,13826.6780567906
048/p048-joy-4.gam,1099,1010,1156,59,8,0,4,-3957,-1554,-910,-1353,-140,0,0,5,0,85,108,107,1,429810.359235737,15681.3545196638
048/p048-joy-5.gam,738,443,749,36,8,0,8,-3554,-2714,-602,-448,210,0,1,1,0,94,121,82,0,399469.15682057,13612.9427877898
048/p048-joy-6.gam,602,716,596,49,4,0,5,-2583,-1078,-644,-971,110,1,0,3,0,81,104,102,0,419768.482195693,14797.4662084841
048/p048-joy-7.gam,543,643,561,46,5,0,5,-2474,-1191,-658,-815,190,2,0,3,0,97,97,82,0,443810.241147692,15526.781478397
048/p048-joy-8.gam,661,647,478,49,7,0,7,-3430,-1756,-700,-914,-60,0,0,9,0,84,118,90,0,342995.486923051,12664.7356317044
048/p048-joy-9.gam,628,628,323,43,4,0,6,-2308,-1465,-490,-733,380,0,0,5,1,56,95,97,0,394498.068909907,14900.4141121426
048/p048-key-1.gam,414,401,342,29,6,0,5,-1230,-1287,70,-293,280,0,0,0,0,88,104,86,0,536809.451611409,13333.8226703457
048/p048-key-10.gam,531,499,588,22,2,0,3,-898,-836,-140,28,50,0,0,1,1,122,111,96,0,477780.833281318,13262.9002595983
048/p048-key-2.gam,504,692,507,44,9,0,3,-2522,-913,-756,-893,40,0,0,5,1,90,96,109,0,492639.584698446,16091.0294434202
048/p048-key-3.gam,639,434,636,43,8,0,4,-2505,-1064,-644,-777,-20,0,0,1,0,118,127,99,0,503986.772995765,14618.4026539732
048/p048-key-4.gam,358,501,447,28,2,0,3,-1132,-872,-182,-278,200,0,0,3,0,98,80,112,0,433244.06809986,15096.0546311649
048/p048-key-5.gam,531,418,610,31,4,0,5,-1813,-1292,-280,-321,80,0,1,2,1,118,93,83,0,492916.445186198,14393.8711541826
048/p048-key-6.gam,401,605,646,32,2,0,3,-1722,-924,-406,-402,10,0,2,2,0,157,96,106,0,457136.656031072,16495.7987499405
048/p048-key-7.gam,674,527,779,26,6,0,6,-2338,-1452,-714,-132,-40,0,0,1,0,117,122,80,0,481307.790484378,14496.585510949
048/p048-key-8.gam,568,526,781,41,11,0,5,-2512,-1278,-462,-722,-50,0,0,0,0,121,109,75,0,408031.738755671,13924.1233783011
048/p048-key-9.gam,505,357,569,25,4,0,5,-1403,-1124,-126,-143,-10,0,0,1,1,140,108,97,0,538163.029273702,14849.3249842966
049/p049-joy-1.gam,815,592,688,28,6,0,7,-2280,-1972,-70,-118,-120,0,2,3,2,49,72,64,1,428112.085087357,13245.3866840063
049/p049-joy-10.gam,748,760,275,59,7,0,6,-4681,-2385,-896,-1240,-160,0,0,21,4,15,64,67,0,360209.765468936,12312.7882758345
049/p049-joy-2.gam,1007,723,484,40,5,0,10,-3538,-2687,-294,-597,40,1,0,7,4,39,79,76,1,407340.039357807,14795.4716093981
049/p049-joy-3.gam,683,837,361,41,4,0,5,-2597,-1738,-154,-695,-10,0,0,10,3,25,61,64,0,441475.305086648,16875.0046726426
049/p049-joy-4.gam,770,722,373,48,8,0,4,-3194,-1398,-784,-932,-80,0,1,12,1,30,60,61,0,466248.549560631,16849.7550243337
049/p049-joy-5.gam,1099,544,313,47,4,0,8,-3792,-2525,-658,-789,180,0,0,13,3,21,62,54,0,239418.583312704,8613.38145522201
049/p049-joy-6.gam,613,800,272,53,5,0,5,-3566,-1858,-672,-1096,60,0,0,14,2,21,68,73,0,421952.58240999,15025.8613852036
049/p049-joy-7.gam,592,708,283,57,9,0,5,-3814,-2158,-434,-1252,30,0,0,17,2,22,48,54,0,393723.008639923,14006.5464088523
049/p049-joy-8.gam,707,772,407,59,6,0,6,-3662,-1767,-798,-1307,210,0,0,15,3,22,58,64,0,295176.967983852,11351.0197310609
049/p049-joy-9.gam,745,948,325,58,7,0,3,-3849,-1620,-1036,-1293,100,0,0,16,3,22,60,66,1,477676.393344804,17571.8643000206
049/p049-key-1.gam,733,814,349,47,4,0,5,-2905,-1722,-70,-873,-240,0,0,9,3,32,47,75,0,362760.857135023,13745.7515250756
049/p049-key-10.gam,901,505,1992,21,18,0,6,-3105,-2130,-1008,63,-30,0,1,0,0,100,82,46,3,426490.990925911,12739.7359987562
049/p049-key-2.gam,409,676,157,54,7,0,4,-3379,-1192,-1092,-1005,-90,1,2,19,4,8,58,70,1,213315.585504687,5123.719207525
049/p049-key-3.gam,482,447,189,46,5,1,4,-2141,-784,-658,-819,120,0,4,8,2,20,64,60,0,198126.256506649,7201.14192287564
049/p049-key-4.gam,807,862,963,45,5,0,5,-3302,-1350,-672,-840,-440,0,0,0,0,82,59,60,2,419947.133475723,15329.6811167558
049/p049-key-5.gam,458,553,1066,38,3,0,3,-2413,-800,-812,-501,-300,2,3,0,0,99,63,59,3,435239.131192045,12839.6546500236
049/p049-key-6.gam,617,672,884,49,6,0,5,-4104,-2383,-798,-953,30,1,0,4,1,74,64,63,0,371745.228368842,12985.678542466
049/p049-key-7.gam,546,702,1301,34,10,0,5,-3118,-1992,-784,-412,70,0,1,2,1,91,75,69,1,424720.70622239,14024.321850496
049/p049-key-8.gam,522,495,1120,20,6,0,6,-3498,-2448,-980,110,-180,0,3,1,0,110,73,61,0,442557.901813854,11636.7363424024
049/p049-key-9.gam,611,665,1570,20,15,0,8,-2862,-2371,-672,141,40,0,0,0,0,101,78,57,1,434716.305444279,11054.1067442873
050/p050-joy-1.gam,309,230,221,33,4,0,7,-2581,-1872,-154,-375,-180,0,0,2,1,44,60,37,0,410263.63767767,16411.2564940608
050/p050-joy-10.gam,529,433,368,23,3,0,7,-1394,-1670,-14,0,290,2,2,0,0,54,77,56,0,393374.977321917,12205.6499708794
050/p050-joy-2.gam,517,581,433,39,10,0,8,-3823,-2588,-406,-539,-290,1,0,2,1,50,75,59,0,393631.675085788,12319.1792651098
050/p050-joy-3.gam,718,470,520,38,3,0,6,-2336,-1571,-182,-533,-50,0,1,3,0,64,93,60,0,425534.939228963,17186.5649715253
050/p050-joy-4.gam,625,471,363,37,5,0,6,-2865,-2085,-280,-480,-20,0,1,6,0,54,90,58,0,484244.26573577,15075.9800526352
050/p050-joy-5.gam,511,262,351,24,3,0,7,-1317,-1814,308,9,180,0,2,0,0,55,90,42,0,434137.029447123,13576.2619734405
050/p050-joy-6.gam,513,333,296,13,2,0,8,-1073,-2114,490,431,120,0,1,0,0,59,82,65,0,406523.060630593,10270.6489213476
050/p050-joy-7.gam,588,421,248,27,6,0,7,-1285,-1826,448,-107,200,1,2,2,1,47,84,74,0,360178.567994464,11625.9539231197
050/p050-joy-8.gam,641,426,448,30,5,0,5,-1633,-1282,-168,-283,100,0,0,0,0,63,81,61,0,481722.096429843,16172.9855732044
050/p050-joy-9.gam,484,395,251,19,6,0,5,-544,-1269,392,213,120,2,1,1,0,40,74,59,0,374133.598876563,9433.95034648375
050/p050-key-1.gam,364,114,187,5,2,0,10,-1189,-2862,868,735,70,2,2,1,0,98,117,38,0,338107.531427931,8595.55924722694
050/p050-key-10.gam,410,188,240,7,1,1,5,564,-1278,924,578,340,0,2,0,0,83,92,41,0,400609.557060058,11424.9524549851
050/p050-key-2.gam,417,104,288,6,2,0,8,-340,-1914,742,772,60,0,1,0,0,146,154,44,0,332733.015946858,8744.34720329792
050/p050-key-3.gam,352,122,117,1,2,0,7,319,-1864,1162,831,190,1,0,0,0,54,106,26,0,289202.34843521,8393.42932898954
050/p050-key-4.gam,366,308,338,14,6,0,6,-644,-1540,490,356,50,1,0,0,0,107,73,49,0,419170.622376941,12578.7223108125
050/p050-key-5.gam,404,214,313,9,2,0,7,-559,-1772,490,563,160,1,0,0,0,100,78,44,0,443242.050066008,10827.9433752353
050/p050-key-6.gam,408,350,331,10,2,0,4,126,-1180,700,416,190,0,1,0,0,96,76,62,0,468890.767222011,13362.2301043398
050/p050-key-7.gam,434,307,379,18,4,0,5,-850,-1714,462,202,200,1,0,0,0,102,88,53,0,432249.699489833,11515.2408103981
050/p050-key-8.gam,339,217,291,11,2,0,7,-1405,-2624,616,473,130,1,4,0,0,81,71,41,0,398480.278972429,11896.118688391
050/p050-key-9.gam,488,319,387,22,5,0,3,-625,-526,-210,-79,190,1,1,1,0,108,109,58,0,447628.304947709,13586.3998229948
051/p051-joy-1.gam,965,854,861,46,10,0,10,-3972,-2588,-420,-784,-180,0,0,1,0,59,89,75,2,325588.058773788,12084.780253075
051/p051-joy-10.gam,478,141,208,2,1,3,5,1132,-987,882,777,460,0,0,0,0,50,111,39,0,444998.4334983,11821.1936121532
051/p051-joy-2.gam,1135,584,1462,30,16,0,7,-2946,-2006,-630,-250,-60,0,0,1,1,61,123,80,7,438971.72442029,12661.508449703
051/p051-joy-3.gam,1195,403,1649,40,14,0,6,-3284,-1694,-798,-642,-150,0,0,0,0,88,132,54,8,457300.673696689,11498.8710650813
051/p051-joy-4.gam,1581,312,1825,32,10,0,4,-2164,-1120,-588,-366,-90,0,0,0,0,95,142,41,5,434067.339832029,14011.2636235767
051/p051-joy-5.gam,780,341,799,26,10,0,5,-1334,-1392,-196,-136,390,0,0,0,0,77,126,54,1,447715.094572388,13269.1067974946
051/p051-joy-6.gam,976,294,972,22,5,0,7,-1573,-1682,-56,45,120,0,0,2,0,71,119,45,7,372120.632611291,11273.7942863179
051/p051-joy-7.gam,604,212,566,10,3,2,5,159,-1068,518,539,170,0,0,0,0,71,111,36,0,428214.47755405,11235.0761291347
051/p051-joy-8.gam,530,181,348,2,5,0,10,-1286,-3055,700,909,160,0,0,0,0,64,108,40,0,316010.958126196,7465.86067185578
051/p051-joy-9.gam,601,201,523,11,6,0,10,-1287,-2578,630,501,160,0,0,0,0,51,96,46,1,389880.198684438,11741.4531275968
051/p051-key-1.gam,451,86,277,2,5,0,10,-845,-2712,910,937,20,1,0,0,0,76,135,22,0,324258.451965203,8112.68436034332
051/p051-key-10.gam,373,42,169,0,2,5,2,1656,-818,1232,882,360,0,0,0,0,59,116,16,0,427114.620010666,10280.5796361438
051/p051-key-2.gam,442,127,297,8,4,0,9,-812,-2262,770,620,60,0,0,0,0,81,113,32,0,473034.174668346,10391.2592530201
051/p051-key-3.gam,344,79,169,0,1,2,4,1465,-1100,1148,1007,410,1,0,0,0,62,112,19,0,391140.102972332,9016.08462918247
051/p051-key-4.gam,303,33,128,0,2,2,5,899,-1507,1218,898,290,1,0,0,0,57,111,8,0,424266.453775821,8737.04572863452
051/p051-key-5.gam,340,18,160,0,0,2,4,1287,-1021,1148,820,340,0,0,0,0,67,118,8,0,427363.67255752,11153.07921974
051/p051-key-6.gam,443,98,216,3,2,2,4,693,-1328,1008,713,300,0,0,0,0,75,118,29,0,396968.001976788,11006.2461476606
051/p051-key-7.gam,374,47,143,4,0,3,2,1345,-797,1134,668,340,0,0,0,0,56,131,15,0,424788.853510951,11660.0557517376
051/p051-key-8.gam,385,78,190,1,0,2,5,846,-1449,1092,813,390,0,0,0,0,61,106,20,0,548961.946870496,9706.32942905896
